タイトル,あらすじ,ジャンル
TVアニメ「ペルソナ５」,大人気ジュブナイルRPG「ペルソナ」シリーズ最新作『ペルソナ５』が2018年、待望のTVアニメシリーズ化！原作ゲームは国内にとどまらず海外でも人気を博し、全世界累計出荷本数200万本を突破。制作はこれまでも数多くのペルソナシリーズのアニメーションを担当したA-1 Picturesが手掛ける。　高校2年生の春、雨宮蓮は東京の「秀尽学園」に転入する。ある出来事をきっかけに“ペルソナ”使いとして覚醒した蓮は、新たに出会った仲間達とともに「心の怪盗団」を結成。悪しき欲望に塗れた大人達の“歪んだ欲望”を盗んで改心させていく。一方、街では不可解な精神暴走事件が次々と起こっていた……。大都会“東京”を舞台に高校生として日常生活を送りながらも、放課後は「心の怪盗団」として暗躍する―。壮大なピカレスクロマンの幕が切って落とされる！(C)ATLUS (C)SEGA/P5AP,アニメ
美味しんぼ,東西新聞文化部の記者である山岡士郎と栗田ゆう子は、同社創立100周年記念事業として「究極のメニュー」作りに取り組むことになった。しかし、ライバル紙の帝都新聞が、美食倶楽部を主宰する海原雄山の監修により「至高のメニュー」という企画を立ち上げた。ここに「究極」対「至高」の、海原雄山と山岡士郎の間で繰り広げられる、料理を通じた親子対決が始まる！！(C)雁屋哲・花咲アキラ・小学館／シンエイ動画,アニメ
銀魂゜,天人（宇宙人）が来襲して、価値観が変わってしまった町、江戸。宇宙人や高層ビル、バイクなど何でもありの世界で変わらない“魂”を持った最後のサムライがいた。男の名は坂田銀時。いい加減で無鉄砲、でもキメるところはさりげなくキメたりして…。笑えて、泣けて、心温まる、銀さんと仲間たちの生き様、得とご覧あれ！※各話の初公開日は本作品の第1話の放送開始日となります。(C) 空知英秋／集英社・テレビ東京・電通・BNP・アニプレックス,アニメ
ソードアート・オンライン　アリシゼーション,「ここは……どこだ……？」気づけばキリトは、なぜか壮大なファンタジーテイストの仮想世界にフルダイブしていた。ログイン直後の記憶があやふやなまま、手がかりを求めて辺りを彷徨う。そして、漆黒の巨木《ギガスシダー》のもとにたどり着いた彼は、一人の少年と出会う。「僕の名前はユージオ。よろしくキリト君」少年は仮想世界の住人--《NPC》にもかかわらず、人間と同じ《感情の豊かさ》を持ち合わせていた。ユージオと親交を深めながら、この世界からのログアウトを模索するキリト。そんな彼の脳裏に、ある記憶がよみがえる。それは、幼少期のキリトとユージオが野山を駆け回る想い出--本来、あるはずのない記憶。更にその想い出には、ユージオともう一人、金髪の髪を持つ少女の姿があった。名前は、アリス。絶対に忘れてはいけないはずの、大切な名前--。,アニメ
ゲゲゲの鬼太郎（第5作）,みなさんの回りで不思議で奇妙なことが起きたら､それは妖怪の仕業に違いありません。たいていの場合妖怪がやるのは人を脅かしたり､人にいたずらしたりする程度です。でも気をつけてください。妖怪は僕たちのように人間に理解がある奴らとは限りませんから。人を狙い､襲う妖怪たちも多いんです。そんなやつらにあったら大変。人間の力なんかではとてもたちうちできるものじゃありません。妖怪って凄いんです。 実をいうと､人間の味方をして妖怪が絡む事件を解決できたり､悪い妖怪をやっつけることができるのは僕､ゲゲゲの鬼太郎とその仲間たちだけなんです。だから怖いことがおきてしまったら､僕の名前をよんでください！　僕の父さん､ネコ娘､砂かけばばあに子泣きじじいたちとともにみんなを怖い妖怪たちから守りつづけます。今度はあなたのところに､僕､ゲゲゲの鬼太郎たちが現れます！（C）水木プロ・東映アニメーション,アニメ
北斗の拳,"「おまえはもう死んでいる！！」原作は少年ジャンプに連載されて人気を集めていた武論尊、原哲夫の同名漫画。シンに奪われた恋人ユリアを取り戻すために荒野に立ったケンシロウの登場から、北斗兄弟の長兄・ラオウとの決着までを描いた前期シリーズ『北斗の拳』。激戦から数年が経過し、動乱の世で再び現れたケンシロウと帝都の軍の戦い、さらにはケンシロウの生い立ちと北斗2000年の歴史が明かされる後期シリーズ『北斗の拳２』。北斗、南斗、元斗の男たちが入り乱れ、覇を争う世紀末…。宿命によって繰り広げられる戦いの果てに、時代は誰を最強の男として選ぶのか!?(C)武論尊・原哲夫/NSP・東映アニメーション 1987,版権許諾証TH-116",アニメ
銀魂 （2年目）,【2017年8月14日に配信が終了します】天人（宇宙人）が来襲して、価値観が変わってしまった町、江戸。宇宙人や高層ビル、バイクなど何でもありの世界で変わらない“魂”を持った最後のサムライがいた。男の名は坂田銀時。いい加減で無鉄砲、でもキメるところはさりげなくキメたりして…。笑えて、泣けて、心温まる、銀さんと仲間たちの生き様、得とご覧あれ！(C)空知英秋／集英社・テレビ東京・電通・BNP,アニメ
銀魂 （3年目）,天人（宇宙人）が来襲して、価値観が変わってしまった町、江戸。宇宙人や高層ビル、バイクなど何でもありの世界で変わらない“魂”を持った最後のサムライがいた。男の名は坂田銀時。いい加減で無鉄砲、でもキメるところはさりげなくキメたりして…。笑えて、泣けて、心温まる、銀さんと仲間たちの生き様、得とご覧あれ！(C)空知英秋／集英社・テレビ東京・電通・BNP,アニメ
ゴールデンカムイ第二期,アイヌの埋蔵金を求めて旅を続ける、「不死身の杉元」の異名を持つ日露戦争の英雄・杉元佐一とアイヌの少女・アシ（リ）パ。だが、埋蔵金の在り処を示した刺青を持つ24人の脱獄囚を追う中で、新たな事実が浮かび上がる。埋蔵金を奪い、アシ（リ）パの父を殺した人物とされる「のっぺら坊」こそが、アシ（リ）パの父だというのだ。事の真偽を確かめるには、網走監獄に収監中の彼に会うしかない。「脱獄王」の白石由竹やキロランケを仲間に加えた二人の旅は、小樽から札幌、夕張へとその歩みを進めていく。一方、彼らと埋蔵金の争奪戦を繰り広げる第七師団の鶴見中尉や新撰組「鬼の副長」土方歳三の勢力も、それぞれの野望を胸に次なる行動に打って出る……。 明治時代後期、北の大地に勃発した一攫千金サバイバルは、さらに苛烈さを増していく！(C)野田サトル／集英社・ゴールデンカムイ製作委員会,アニメ
五等分の花嫁,毎日がお祭り騒ぎ！ 中野家の五つ子が贈る、かわいさ500％の五人五色ラブコメ開演！！貧乏な生活を送る高校２年生・上杉風太郎のもとに、好条件の家庭教師アルバイトの話が舞い込む。ところが教え子はなんと同級生！！しかも五つ子だった！！全員美少女、だけど「落第寸前」「勉強嫌い」の問題児！最初の課題は姉妹からの信頼を勝ち取ること…！？毎日がお祭り騒ぎ！中野家の五つ子が贈る、かわいさ500％の五人五色ラブコメ開演！！,アニメ
銀魂’,天人（宇宙人）が来襲して、価値観が変わってしまった町、江戸。宇宙人や高層ビル、バイクなど何でもありの世界で変わらない“魂”を持った最後のサムライがいた。男の名は坂田銀時。いい加減で無鉄砲、でもキメるところはさりげなくキメたりして…。笑えて、泣けて、心温まる、銀さんと仲間たちの生き様、得とご覧あれ！※各話の初公開日は本作品の第1話の放送開始日となります。(C)空知英秋／集英社・テレビ東京・電通・BNP・アニプレックス,アニメ
銀魂 （4年目）,天人（宇宙人）が来襲して、価値観が変わってしまった町、江戸。宇宙人や高層ビル、バイクなど何でもありの世界で変わらない“魂”を持った最後のサムライがいた。男の名は坂田銀時。いい加減で無鉄砲、でもキメるところはさりげなくキメたりして…。笑えて、泣けて、心温まる、銀さんと仲間たちの生き様、得とご覧あれ！(C)空知英秋／集英社・テレビ東京・電通・BNP,アニメ
しろくまカフェ,クールなシロクマくんがマスターをしている“しろくまカフェ”。お店は毎日、動物や人間のお客さんで大繁盛しています。カフェを中心に、シロクマくんと常連さんたちが繰り広げるダジャレ＆ほっこりスローライフ。今日もとぼけた会話が弾みます。(Ｃ)ヒガアロハ／しろくまカフェ製作委員会 2012,アニメ
おぼっちゃまくん,エリート小学校・田園調布学園に転校してきた、御坊財閥の跡取り息子にして超下品な御坊茶魔（おぼう ちゃま／通称「おぼっちゃまくん」）と、茶魔がお金の力を借りずに初めて友だちになった親友の柿野修平（かきの しゅうへい）、御嬢商事のお嬢様であり茶魔の許嫁でもある御嬢沙麻代（おじょう さまよ）、御坊家に次ぐ大金持ちの袋小路金満（ふくろこうじ かねみつ）、そして元上流家庭のおぼっちゃまでプライドの高い貧保耐三（びんぼ たいぞう／通称「びんぼっちゃま」）などなど、そのキャラの濃～い同級生たちとおくる小学校を舞台にした、奇想天外でハチャメチャな上流階級ギャグアニメ！,アニメ
コップクラフト,一五年前、太平洋上に未知の超空間ゲートが出現した。その向こうに存在したのは、妖精や魔物のすむ奇妙な異世界「レト・セマーニ」だった。「サンテレサ市」。二〇〇万を越える両世界の移民が住む都市。雑多な民族と多彩な文化。そして持てる者と、持たざる者。ここは世界で最も新しい『夢の街』。だがその混沌の影には、数々の犯罪がうごめいていた。麻薬、売春、武器密売。それら凶悪犯罪に立ち向かう刑事たちが、サンテレサ市警察に存在していた……。刑事マトバ・ケイと異世界人の騎士ティラナ、性別も性格もそして「生まれた世界」も違う二人が出会うとき、事件は起きる。二つの世界　二つの正義　その先に－バディポリスアクション開幕！(C)賀東招二・小学館／STPD,アニメ
機動戦士ガンダム,「ガンダム」シリーズの原点になったTVシリーズ第1弾。宇宙世紀0079。ジオン公国と地球連邦政府が戦争を繰り広げる中、サイド7に住むアムロ・レイは、ジオン軍の奇襲をきっかけに、連邦軍のモビルスーツ“ガンダム”のパイロットになってしまう。様々な戦いを経て、アムロは“ニュータイプ”へと覚醒していく…。(C)創通・サンライズ,アニメ
黒子のバスケ 第1期,誠凛高校のバスケ部に超影の薄い新入生、黒子テツヤが入部した。運動能力は平均以下だが、その影の薄さゆえに、相手に気づかれないようにパスを回すことができる…。さらに、誠凛バスケ部は火神大我という超大型新人を獲得する。「影」の黒子と、「光」の火神。ふたりは互いの力に支えられながら、ライバルたちに挑む！(C)藤巻忠俊／集英社・黒子のバスケ製作委員会,アニメ
FAIRY TAIL　第176話～,[アクション/バトル]ナツたちが不在だった7年の間に、フィオーレ王国最弱の魔導士ギルドとなってしまった「妖精の尻尾（フェアリーテイル）」は、NO.1ギルドを決める祭典・「大魔闘演武」での優勝を目指す。大会四日目、ナツ＆ガジルは、現最強ギルド・「剣咬の虎（セイバートゥース）」の双竜と呼ばれるスティング＆ローグと対戦。ナツは、双竜が放つ渾身の合体魔法（ユニゾンレイド）を、ギルドで育まれた想いの力と圧倒的なパワーで撃破する。この勝利により、見事1位に踊りでて歓声をあげるフェアリーテイルとそのメンバーたち。一方、対戦途中でナツにより闘技場から追いやられたガジルは、偶然にも闘技場の地下でドラゴンの死骸が大量に横たわる墓場を発見する…©真島ヒロ・講談社／フェアリーテイル製作委員会・テレビ東京,アニメ
黒子のバスケ 第3期,誠凛高校のバスケ部に超影の薄い新入生、黒子テツヤが入部した。運動能力は平均以下だが、その影の薄さゆえに、相手に気づかれないようにパスを回すことができる…。さらに、誠凛バスケ部は火神大我という超大型新人を獲得する。「影」の黒子と、「光」の火神。ふたりは互いの力に支えられながら、ライバルたちに挑む！(C)藤巻忠俊／集英社・黒子のバスケ製作委員会,アニメ
ポチっと発明　ピカちんキット,どの学校にもいそうな小学５年生・遠松(とおまつ)エイジは、ある日、謎の『ピカちん大百科』を手に入れる。それは、「こんなことができたらいいな～」という願いをキャッチして、それをかなえるプラモを生み出してくれる夢のカタログだった！そのプラモの名は、『ピカちんキット』！ポチると、光の速さですぐに届く。しかし、いざ組み立てると、なにかが１パーツ足りない！エイジは、その残りの１％(イッパー)を探して、ついには、小さなひらめき＝『ピラメキ』の才能を発揮！「ピッカち～ん！　ピラめいた～っ！」こうして『ピカちんキット』を完成させ、自分が作った『ポチロー』たちと一緒に思いっきり遊びまくるのだった！今日もまた、１％(イッパー)のピラメキから、毎日を面白くする大発明が生まれようとしている！(C)PIKACHIN・テレビ東京,アニメ
あたしンち,“タチバナ家”は日本のどこにでも存在し、誰でもが共感できる、等身大の幸せな家庭。料理がヘタでなまけものの母、トイレのドアを開けっ放しにする父、ちょっとマヌケな女子高生の娘・みかん、一見クールな中学生の息子・ユズヒコ。家族みんなで楽しむことのできるアニメの決定版をお届けします。(C)ママレード／メディアファクトリー・テレビ朝日・シンエイ・ＡＤＫ,アニメ
ゴーストスイーパー美神,現代日本において、除霊はボロいビジネスになった。社会の安全と経済活動を脅かす悪霊や妖怪を退治する現代のエクソシスト、それがＧＳ（ゴーストスイーパー）。ＧＳの仕事には巨額のギャラが発生する。例えば巨大オフィスビルに住み着いた悪霊を退治して「悪霊からの地上げ」を 成功させれば、何億ものギャラが転がり込むのだ。美神令子は、そんな花形職業の中でも実力も超一流ならギャラも超一流という美人ゴーストスイーパー。パートナーをつとめるのは、彼女の色香に迷って時給250円という超安いギャラでバイトをしている横島くんと、お祓いしてもらって成仏するため、日給30円のギャラを貯めている300年前の娘の幽霊・おキヌちゃんだ。妖怪、悪魔、悪霊たちを様々な特殊アイテムを使って、退治したり時には成仏させたり。美神は今日もギャラを稼ぎまくる！(C)椎名高志・小学館／東映アニメーション,アニメ
アドベンチャー・タイム,偉大なヒーローになりたい12歳の男の子フィンと変幻自在な特別な力が使える大人っぽい犬のジェイクは大の親友。彼らの住む不思議な大陸、ウーを舞台にさまざまな冒険が繰り広げられる、全米で絶好調放送中のナンセンス・コメディ。 TM & © 2019 Cartoon Network,アニメ
ソード・オラトリア　ダンジョンに出会いを求めるのは間違っているだろうか外伝,【剣姫】アイズ・ヴァレンシュタイン。最強と名高い女剣士は今日も仲間たちと共に、広大な地下迷宮『ダンジョン』へと繰り出していく。様々な謎と脅威が襲いかかる深層域で、アイズが風を呼び、迷宮の闇へと一閃を刻む！迷宮都市オラリオの地で、それぞれの物語が今、鮮烈に交差する！これは、強さを求め続ける少女と、その眷族の物語(c)大森藤ノ・SBクリエイティブ/ソード・オラトリア製作委員会,アニメ
妖怪ウォッチ シャドウサイド,これは、ケータが活躍した世界から、30年後の物語- ケータの息子・ケースケは、幽霊やUFO、ましてや妖怪の類は信じないタイプ。 しかし、ひょんなことから姉のナツメ、トウマ、アキノリが結成した「妖怪探偵団」と共に、世にも不思議な怪奇事件へ巻き込まれることに… 街の至る所で起きる不可思議現象は、今も昔も妖怪の仕業だった！？ 新たに“シャドウサイド”と“ライトサイド”の姿を手に入れた妖怪たちが、 妖怪探偵団の前に立ちふさがる！ そして、忍び寄る怪しい影の正体とは… 妖怪ウォッチ新章、ここに開幕！ ©LEVEL-5/妖怪ウォッチプロジェクト・テレビ東京,アニメ
賢者の孫,現代日本で働いていた青年は交通事故にあったことをきっかけに、赤ん坊として異世界へ転生！！賢者と呼ばれる男に拾われ、魔法を教わりながら「賢者の孫」として育っていく。その孫の名は……「シン」！シンは前世の記憶と賢者から教わった魔法で誰もが驚く「規格外」な強さを身に付けていく。15年が経ち、その成長を喜んでいたのも束の間、賢者から衝撃的な言葉が明かされるーーー。「あ、常識教えるの忘れとった！」魔法ばかりでこの世界のことを知らなかったシンは、常識と友達を得るため高等魔法学院へ入学することにーーーー！©2019 吉岡 剛・菊池政治／KADOKAWA／賢者の孫製作委員会,アニメ
しましまとらのしまじろう,さあ、しまじろうと　いっしょに　でかけよう！ちゃれんじじまは　ゆめ　いっぱい！ 「しまじろう」と愉快な仲間たちが「ちゃれんじ島」で展開する、冒険あり、ファンタジーありの物語。しまじろうたちは日常生活で起こる様々な出来事、行動を通して、たくさんのことを学んでいきます。(Ｃ)Benesse Corporation・ビックウエスト,アニメ
まちカドまぞく,ご近所まぞく、はじめました！ある朝突然闇の力に目覚めた女子高生・吉田優子は一族にかけられた呪いをとくため魔法少女を倒すことになってしまった!!だけど相手は命の恩人!?そもそもく勝てそうにない!?ポンコツ系庶民派まぞくとクール系筋トレ魔法少女が織りなす日常系マジカルコメディーはじまります!!!,アニメ
荒ぶる季節の乙女どもよ。,高校の文芸部に所属する小野寺和紗たち女子5人。｢死ぬ前にしたいこと｣という話題で沸いたある日、部員の一人が投じたある一言……｡その瞬間から、彼女たちは“性”に振り回され始める。 © 岡田麿里・絵本奈央・講談社／荒乙製作委員会,アニメ
黒子のバスケ 第2期,誠凛高校のバスケ部に超影の薄い新入生、黒子テツヤが入部した。運動能力は平均以下だが、その影の薄さゆえに、相手に気づかれないようにパスを回すことができる…。さらに、誠凛バスケ部は火神大我という超大型新人を獲得する。「影」の黒子と、「光」の火神。ふたりは互いの力に支えられながら、ライバルたちに挑む！(C)藤巻忠俊／集英社・黒子のバスケ製作委員会,アニメ
機動戦士ガンダムSEED DESTINY HDリマスター,C.E.70…。ザフトと地球連合の戦いは熾烈を極め、第2次ヤキン・ドゥーエ攻防戦の後に停戦条約が締結された。だがこの停戦条約によってナチュラルとコーディネイターの争いの火種が消えたわけではなかった。その戦乱の中、シン・アスカは地球連合軍のオーブ侵攻に巻き込まれ、眼前で両親と妹を失う。唯一の形見、妹の携帯電話を握り締め悲しみにくれる中、頭上をこの戦争の元凶である「モビルスーツガンダム」が飛び去っていく。オーブを去った彼は、プラントへと渡る。そして、C.E.73。彼はザフトの戦士になっていた…。※各話の初公開日は本作品の第1話の放送開始日となります。(C)創通・サンライズ,アニメ
FAIRY TAIL　第1話～第48話,[アクション/バトル]世界中にたくさんある魔導士ギルド。それは魔導士たちに、いろんな仕事を仲介してくれる所！！なかでも｢妖精の尻尾(フェアリーテイル)｣は何でもやりすぎちゃうお騒がせなギルド。炎を自在に操る滅竜魔導士(ドラゴンスレイヤー)のナツ、ナツの相棒でしゃべって、飛べる猫のハッピー、星霊魔導士のルーシィ、氷の造形魔導士のグレイ、鎧の美人魔導士エルザなど、個性たっぷり、気持ちのいい連中がいっぱい！！楽しいこと、ヤバイ(？)こと、今日もきっと、何かが起こるハズ・・！？©真島ヒロ／講談社・フェアリーテイル製作ギルド・テレビ東京,アニメ
キン肉マン,ドジなダメ超人としてみんなからバカにされ、一人寂しく公園で暮らしていたキン肉マン。ある日彼は、キン肉星から迎えに来た使者のミートから、自分がキン肉星の王子である“キン肉スグル”であることを知らされる。両親であるキン肉大王とキン肉王妃が宇宙旅行をしていた際、宇宙船に紛れ込んだブタと間違えて地球に捨ててしまったというのだ。その日から、運命は大きく動き始める。超人オリンピックが開催されることになり、キン肉マンは前チャンピオンのロビンマスクの友情によって、日本代表に選ばれる。勇躍して出場するや、時に大失敗したり、時に臆病風に吹かれたりしながらも、持ち前の強靱な肉体とド根性で大活躍！　テリーマンやラーメンマンといった正義超人たちとの絆を力に、正義と友情に目ざめ、一流の超人へと成長してゆく。(C)ゆでたまご・東映アニメーション,アニメ
機動戦士Ζガンダム,一年戦争から7年後、カミーユはZガンダムのパイロットとして戦争に巻き込まれてゆく。※「機動戦士Ζガンダム」につきまして、オンディマンド配信する際の権利上の理由により、オープニングとエンディングの楽曲がＴＶ放送版と異なりますが、インターネット配信の正式版として現在の映像を配信させて頂いております。(C)創通・サンライズ,アニメ
幼女戦記,統一暦1923年6月。ターニャ・デグレチャフは帝国軍士官学校の最終課程、北方軍管区ノルデン戦区の第三哨戒線で研修に励んでいた。協商連合の越境侵犯をきっかけに帝国と協商連合は戦争状態に突入。何としても生き延び、上層部に対して最善を尽くしたとアピールするため、ターニャはとある作戦に打って出るのだが。©カルロ・ゼン・KADOKAWA刊／幼女戦記製作委員会,アニメ
ヲタクに恋は難しい,隠れ腐女子のOL・成海は転職先で 幼なじみのルックスよく有能だが重度のゲームヲタクである宏嵩と再会をする。 とりあえず付き合い始めたものの、ヲタク同士の不器用な二人に真面目な恋愛は難しくて…。,アニメ
あたしンち,“タチバナ家”は日本のどこにでも存在し、誰でもが共感できる、等身大の幸せな家庭。料理がヘタでなまけものの母、トイレのドアを開けっ放しにする父、ちょっとマヌケな女子高生の娘・みかん、一見クールな中学生の息子・ユズヒコ。家族みんなで楽しむことのできるアニメの決定版をお届けします。(C)ママレード／メディアファクトリー・テレビ朝日・シンエイ・ＡＤＫ,アニメ
鋼の錬金術師 FULLMETAL ALCHEMIST,「等価交換」の原則のもと、物質を理解、分解、再構築する最先端の科学「錬金術」。「鋼の錬金術師」の名を背負う兄、エドワード・エルリックと巨大な鎧に魂を定着された弟、アルフォンス・エルリックは失ったものを取り戻すため、「賢者の石」を探す旅に出る。そして兄弟は、大きな陰謀の渦中へと突き進んでいく…。(C)荒川弘／鋼の錬金術師製作委員会・MBS,アニメ
新幹線変形ロボ シンカリオン,新幹線超進化研究所は「漆黒の新幹線」が生み出す巨大怪物体から日本の未来を守るため、「新幹線変形ロボ シンカリオン」を開発した。シンカリオンとの高い適合率を持つ子供たちが運転士となり、研究所員たちと力を合わせて強大な敵に立ち向かう！果たして「漆黒の新幹線」の目的は…。子供たちは日本の未来を守れるのか…。チェンジ!シンカリオン!(C)プロジェクト シンカリオン・JR-HECWK/超進化研究所・TBS,アニメ
こねこのチー　ポンポンらー大冒険,「こねこのチー ポンポンらー大旅行」シーズン2：やんちゃな子猫のチーは今日も元気いっぱい、楽しく暮らしています。友達のコッチ、アン、テリーと一緒に公園で遊んだり、イタズラしたり、秘密の遊び場を見つけたり……新しいキャラクターやステージが登場し、ますますパワーアップした新シリーズ。ノラ子猫のコッチが見知らぬ町へ旅に出る番外編も収録！,アニメ
からくりサーカス,小学5年生の才賀勝(さいがまさる)は父親の事故死によって莫大な遺産を相続したことをきっかけに命を狙われていた。 そんな折、青年 加藤鳴海(かとうなるみ)は偶然にも勝と出会い、手を差し伸べることを決意する。しかし、勝を追ってきたのは人間ではなく高い戦闘能力を持つ人形使い達であった。 窮地に陥った二人は突如姿を現した懸糸傀儡(マリオネット)を操る銀髪の少女しろがねに助けられる。 こうして、日本で出会ったこの3人は数奇な運命の歯車に巻き込まれていく── ©藤田和日郎・小学館／ツインエンジン,アニメ
四月は君の嘘,「14歳の春--僕は、君と走りはじめる」 からっぽになった少年が一人の少女と出逢う。少女の、自由で情熱的な音楽の調べが、少年の止まっていた時間を突き動かす。 11歳の冬--早熟の天才ピアニスト・有馬公生は母親を失ったショックから演奏をするとピアノの音が聴こえなくなるというトラウマを背負ってしまう。以来、少年は次第にピアノから遠ざかっていく。 ピアノと母親を失った彼の日常はモノトーンのように色をなくしてしまっていた。 そんなある日、公生を子供の頃から見てきた幼なじみ澤部椿は、あるクラスメイトを紹介する。 クラスメイトの名前は宮園かをり。 彼女はコンクールに出場するヴァイオリニストだった。楽譜を超え、自分なりのスタイルで課題曲を演奏するかをり。その奔放な演奏を見て、モノトーンだった公生の世界がカラフルに色づきはじめる。（C）新川直司・講談社／「四月は君の嘘」製作委員会,アニメ
弱虫ペダル GRANDE ROAD,総北高校に入学した、アニメやフィギュアが大好きなオタク少年・小野田坂道。同じく新入生で中学時代から自転車レーサーとして名を馳せた今泉俊輔と鳴子章吉との出会いをきっかけに、坂道は自転車の楽しさを知り、自転車競技部に入部する。めきめきと才能を伸ばしていった坂道は全国大会＜インターハイ＞のメンバーに選出される。全国の強豪校が揃う、３日間に及ぶ過酷な戦いに挑む総北。3校同着という波乱の結果となったインターハイ1日目。そして、それぞれが決意を新たにスタートラインに立ったインターハイ2日目。総北はアクシデントに見舞われ、そして箱根学園と京都伏見高校の走りに劣勢を強いられるも、全員の力で両校を追い上げていく。そして、2日目のゴールを獲るべく、それぞれのチームの“エース”が動き出す！(C)渡辺航（週刊少年チャンピオン）／弱虫ペダルGR製作委員会,アニメ
しまじろうのわお！,「しまじろう」と愉快な仲間たちが「ちゃれんじ島」で展開する、冒険あり、ファンタジーありの物語。日常生活で起こる様々な出来事、行動を通して、たくさんのことを学んでいきます。©Benesse Corporation,アニメ
サクラクエスト,主人公、木春由乃（こはるよしの）は、田舎から上京し短大の卒業を間近に控えた、いわゆる普通の20歳の女の子。東京には何でもあって、きっと特別な何かになれるのではないかと夢みて、30社以上の面接を受けるも、未だに内定はない。銀行の残高は980円。このままでは、田舎帰って普通のおばさんになってしまう・・・と葛藤していたそんなある日、以前、一度だけ働いたことがある派遣事務所から、「地域の町おこしの一環で国王をやってほしい」との依頼がある。よくわからないが軽い気持ちで依頼先の間野山市に向かうことにした。一時的に日本中でブームになるも、バブル崩壊に合わせて今ではほとんど見ることの無くなったミニ独立国。間野山市は、今なおミニ独立国を続けている、廃れた残念観光地だった。そんなこんなで、由乃の”普通じゃない”お仕事生活がはじまった。(C)2017サクラクエスト製作委員会,アニメ
妖怪ウォッチ！,「妖怪ウォッチ」+「！」=何が起きるかわからない！？あのケータと妖怪たちが帰ってきた！フツーの小学5年生『天野景太（ケータ）』と妖怪の『ウィスパー』や『ジバニャン』たちが繰り広げる、ドタバタ楽しくて、ちょっぴり奇妙な物語が、新要素満載で帰ってきた！新たな妖怪不祥事案件！　新たなともだち妖怪！　新たなコーナー目白押し！『妖怪アーク』に『ワンチャンサイド』！？いろんな「！」から目が離せない！妖怪ウォッチ！」で今日も妖怪、新発見！！！！！©LEVEL-5/妖怪ウォッチプロジェクト・テレビ東京,アニメ
サザエさん,初配信！なつかしのサザエさんに会おう！お宝映像どど～んと一挙公開！ アニメ『サザエさん』が生まれたのは、昭和44（1969）年10月5日。フジテレビで第１回放送が始まりました。番組開始当初はドタバタ喜劇の色合いが濃く、画風も現在のものとはかなり異なっていました。いつの時代も明るく楽しいサザエさん一家。お子さんからお年寄りまで、みんなが一緒に楽しめるアニメ『サザエさん』を、お茶の間にお届けします！ ※作品が制作された当時の時代的背景を考慮尊重し、本編は作品完成時の原版の通り配信しております。但し、現存するフィルムの状態や諸事情を鑑み、当時の映像とは異なる部分があることをご了承ください。 （C）長谷川町子所美術館,アニメ
機動戦士ガンダムSEED HDリマスター,コズミック・イラ70。「血のバレンタイン」の悲劇によって、地球、プラント間の緊張は一気に本格的武力衝突へと発展した。戦局は疲弊したまま、既に11ヶ月が過ぎようとしていた。そんな中、敵同士になった少年たちの邂逅は、やがて彼らが進むべき未来を示し始める。福田己津央、平井久司らが挑む、新たなるガンダム。※各話の初公開日は本作品の第1話の放送開始日となります。(C)創通・サンライズ,アニメ
ご姉弟物語,東京・下町で人々に愛されながら二人で生きる幼いご姉弟、おねいと純一郎。 ご両親は留守がちで、お母さんの友だちや、ご近所のみんなに育てられているみたい。 彼らの周りでは、時間は黄河のようにゆったり進む。そして姉弟は、今日もきっとどこか予想もつかないところで遊んでいるはず！ 双子の姉・おねいと弟・純一郎の日常や商店街の人々との交流を描くコメディアニメ。(C)安達哲・講談社／テレビ朝日・シンエイ・ADK,アニメ
タッチ,"上杉達也と和也は双子の兄弟。お隣の浅倉家に生まれた南とは、小さな頃からいつも一緒。あまりにも仲良く、元気なのに手を焼いた（？）親たちは共同出費で子供たちのために、３人で学び遊べる家まで建ててしまった。ところが、彼らも中学生に入る頃から、この""男２人+女１人""という状況の持つ意味を、それなりに意識し始めた。周囲は明るく可愛い南、成績優秀の和也を似合いのカップルと思っている。それに反し、兄の達也はだれもが認める""出がらし""。成績、スポーツ共に、和也に比べて数段見劣りするのだ。だが努力することは嫌いでも、その隠れた才能を見抜いてるのが和也。しかしいつも達也に反発しながらも、内心は彼にまんざらではないようすの南に、和也も気が気ではなくなって・・・。© あだち充／小学館・東宝・ADK",アニメ
僕だけがいない街（フジテレビオンデマンド）,『あの日、彼女は死んだ。』 自分だけ時が巻き戻る現象“再上映（リバイバル）”に悩まされる青年・藤沼悟が、自らの過去と対峙し、もがく姿を描く“時間逆行”サスペンスとして各界から熱い注目を浴びる『僕だけがいない街』がついにアニメ化！ （C）2016 三部けい／KADOKAWA／アニメ「僕街」製作委員会,アニメ
魔法使いの嫁,羽鳥チセは15歳の少女。彼女は帰れる場所も、生きる理由も、そのための術も、何も持ち合わせていない。ただひとつ、生まれ持った特別な力を除いて。そんなチセを弟子として、そして将来の花嫁として迎え入れたのは、異形の魔法使い・エリアス。悠久の時を生きる魔法使いの暮しの中で、チセは大切な何かを少しずつ取り戻していく…。これは、世界の美しさを識る為の物語。,アニメ
